"ai_debug_loners","","0","","","game",""
"ai_debug_looktargets","","0","","","game",""
"ai_debug_los","","0","","","game cheat","NPC Line-Of-Sight debug mode. If 1, solid entities that block NPC LOC will be highlighted with white bounding boxes. If 2, it'll show non-solid entities that would do it if they were solid."
"ai_debug_nav","","0","","","game",""
"ai_debug_node_connect","cmd","","","","game","Debug the attempted connection between two nodes"
"ai_debug_ragdoll_magnets","","0","","","game",""
"ai_debug_shoot_positions","","0","","","game replicated cheat",""
"ai_debug_speech","","0","","","game",""
"ai_debug_squads","","0","","","game",""
"ai_debug_think_ticks","","0","","","game",""
"ai_debugscriptconditions","","0","","","game",""
"ai_default_efficient","","0","","","game",""
"ai_drawbattlelines","","0","","","game cheat",""
"ai_drop_hint","cmd","","","","game cheat","Drop an ai_hint at the player's current eye position."
"ai_dump_hints","cmd","","","","game",""
"ai_efficiency_override","","0","","","game",""
"ai_enable_fear_behavior","","1","","","game",""
"ai_expression_frametime","","0.05","","","game","Maximum frametime to still play background expressions."
"ai_expression_optimization","","0","","","game","Disable npc background expressions when you can't see them."
"ai_fear_player_dist","","720","","","game",""
"ai_find_lateral_cover","","1","","","game",""
"ai_find_lateral_los","","1","","","game",""
"ai_follow_use_points","","1","","","game",""
"ai_follow_use_points_when_moving","","1","","","game",""
"ai_force_serverside_ragdoll","","0","","","game",""
"ai_frametime_limit","","50","","","game","frametime limit for min efficiency AIE_NORMAL (in sec's)."
"ai_inhibit_spawners","","0","","","game cheat",""
"ai_lead_time","","0.0","","","game",""
"ai_LOS_mode","","0","","","game replicated",""
"ai_moveprobe_debug","","0","","","game",""
"ai_moveprobe_jump_debug","","0","","","game",""
"ai_moveprobe_usetracelist","","0","","","game",""
"ai_navigator_generate_spikes","","0","","","game",""
"ai_navigator_generate_spikes_strength","","8","","","game",""
"ai_no_local_paths","","0","","","game",""
"ai_no_node_cache","","0","","","game",""
"ai_no_select_box","","0","","","game",""
"ai_no_steer","","0","","","game",""
"ai_no_talk_delay","","0","","","game",""
"ai_norebuildgraph","","0","","","game",""
"ai_path_adjust_speed_on_immediate_turns","","1","","","game",""
"ai_path_insert_pause_at_est_end","","1","","","game",""
"ai_path_insert_pause_at_obstruction","","1","","","game",""
"ai_post_frame_navigation","","0","","","game",""
"ai_radial_max_link_dist","","512","","","game",""
"ai_reaction_delay_alert","","0.1","","","game",""
"ai_reaction_delay_idle","","0.3","","","game",""
"ai_rebalance_thinks","","1","","","game",""
"ai_report_task_timings_on_limit","","0","","","game archive",""
"ai_sequence_debug","","0","","","game",""
"ai_set_move_height_epsilon","cmd","","","","game","Set how high AI bumps up ground walkers when checking steps"
"ai_setupbones_debug","","0","","","game","Shows that bones that are setup every think"
"ai_shot_bias","","1.0","","","game",""
"ai_shot_bias_max","","1.0","","","game replicated",""
"ai_shot_bias_min","","-1.0","","","game replicated",""
"ai_shot_stats","","0","","","game",""
"ai_shot_stats_term","","1000","","","game",""
"ai_show_hull_attacks","","0","","","game",""
"ai_show_think_tolerance","","0","","","game",""
"ai_simulate_task_overtime","","0","","","game",""
"ai_spread_cone_focus_time","","0.6","","","game",""
"ai_spread_defocused_cone_multiplier","","3.0","","","game",""
"ai_spread_pattern_focus_time","","0.8","","","game",""
"ai_strong_optimizations","","0","","","game",""
"ai_strong_optimizations_no_checkstand","","0","","","game",""
"ai_task_pre_script","","0","","","game",""
"ai_test_moveprobe_ignoresmall","","0","","","game",""
"ai_think_limit_label","","0","","","game archive",""
"ai_use_clipped_paths","","1","","","game",""
"ai_use_efficiency","","1","","","game",""
"ai_use_frame_think_limits","","1","","","game",""
"ai_use_think_optimizations","","1","","","game",""
"ai_use_visibility_cache","","1","","","game",""
"ai_vehicle_avoidance","","1","","","game cheat",""
"air_density","cmd","","","","game cheat","Changes the density of air for drag computations."
"alias","cmd","","","","","Alias a command."
"+alt1","cmd","","","","client",""
"-alt1","cmd","","","","client",""
"+alt2","cmd","","","","client",""
"-alt2","cmd","","","","client",""
"ammo_max","","5000","","","game replicated",""
"anim_3wayblend","","1","","","game replicated","Toggle the 3-way animation blending code."
"anim_showmainactivity","","0","","","client cheat","Show the idle, walk, run, and/or sprint actisities."
"askconnect_accept","cmd","","","","norecord","Accept a redirect request by the server."
"async_allow_held_files","","1","","","","Allow AsyncBegin/EndRead()"
"async_mode","","0","","","","Set the async filesystem mode (0 = async, 1 = synchronous)"
"async_resume","cmd","","","","",""
"async_serialize","","0","","","","Force async reads to serialize for profiling"
"async_simulate_delay","","0","","","","Simulate a delay of up to a set msec per file operation"
"async_suspend","cmd","","","","",""
"+attack","cmd","","","","client","Fire weapon"
"-attack","cmd","","","","client",""
"+attack2","cmd","","","","client","Alt fire weapon"
"-attack2","cmd","","","","client",""
"+attack3","cmd","","","","client",""
"-attack3","cmd","","","","client",""
"audit_save_in_memory","cmd","","","","","Audit the memory usage and files in the save-to-memory system"
"autoaim_max_deflect","","0.99","","","game",""
"autoaim_max_dist","","2160","","","game",""
"autosave","cmd","","","","","Autosave"
"autosavedangerous","cmd","","","","","AutoSaveDangerous"
"autosavedangerousissafe","cmd","","","","",""
"autoteam","ncmd","","","","game","Join an automatically chosen team."
"+back","cmd","","","","client",""
"-back","cmd","","","","client",""
"banid","cmd","","","","","Add a user ID to the ban list."
"banip","cmd","","","","","Add an IP address to the ban list."
"bench_end","cmd","","","","cheat","Ends gathering of info."
"bench_showstatsdialog","cmd","","","","client cheat","Shows a dialog displaying the most recent benchmark results."
"bench_start","cmd","","","","cheat","Starts gathering of info. Arguments: filename to write results into"
"benchframe","cmd","","","","","Takes a snapshot of a particular frame in a time demo."
"bind","cmd","","","","norecord","Bind a key."
"bind_mac","cmd","","","","norecord","Bind this key but only on Mac, not win32"
"BindToggle","cmd","","","","","Performs a bind <key> 'increment var <cvar> 0 1 1'"
"blink_duration","","0.2","","","client","How many seconds an eye blink will last."
"bloodspray","cmd","","","","game cheat","blood"
"boo","ncmd","","","","game","Say boo (while the player is a ghost)."
"bot","cmd","","","","game","Add a bot."
"bot_changeclass","cmd","","","","game cheat","Forces the specified bot to change class (e.g. bot_changeclass bot01 soldier)."
"bot_changeteams","cmd","","","","game cheat","Make all bots change teams"
"bot_com_meleerange","","80","","","game cheat","Distance to a target that a melee bot wants to be within to attack."
"bot_com_viewrange","","2000","","","game cheat","Distance within which bots looking for any enemies will find them."
"bot_com_wpnrange","","400","","","game cheat","Distance to a target that a ranged bot wants to be within to attack."
"bot_command","cmd","","","","game cheat","<bot id> <command string...>.  Sends specified command on behalf of specified bot"
"bot_crouch","","0","","","game cheat","Force all bots to crouch."
"bot_debug","","0","","","game cheat","Bot debugging."
"bot_dontmove","","0","","","game cheat",""
"bot_drop","cmd","","","","game cheat","Force the specified bot to drop his active weapon. Usage: bot_drop <bot name>"
"bot_forceattack","","0","","","game","When on, all bots fire their guns."
"bot_forceattack2","","0","","","game","When firing, use attack2."
"bot_forceattack_down","","1","","","game","When firing, don't tap fire, hold it down."
"bot_forcefireweapon","","","","","game","Force bots with the specified weapon to fire."
"bot_hurt","cmd","","","","game","Hurt a bot by team, or all bots ('all')."
"bot_jump","","0","","","game cheat","Force all bots to repeatedly jump."
"bot_kick","cmd","","","","game cheat","Remove a bot by name, or an entire team ('red' or 'blue'), or all bots ('all')."
"bot_kill","cmd","","","","game cheat","Kills a bot. Usage: bot_kill <bot name>"
"bot_mimic","","0","","","game","Bot uses usercmd of player by index."
"bot_mimic_inverse","","0","","","game","Bot uses usercmd of player by index."
"bot_mimic_yaw_offset","","180","","","game","Offsets the bot yaw."
"bot_mirror","cmd","","","","game cheat","Forces the specified bot to be the same class, and use the same items, as you."
"bot_moveto","cmd","","","","game cheat","Force the specified bot to move to the point under your crosshair. Usage: bot_moveto <bot name>"
"bot_nav_offsetpathinset","","20","","","game cheat","Distance into an area that waypoints should be generated when pathfinding through portals."
"bot_nav_recomputetime","","0.5","","","game cheat","Delay before bots recompute their path to targets that have moved when moving to them."
"bot_nav_simplifypaths","","1","","","game cheat","If set, bots will skip waypoints if they already see the waypoint post."
"bot_nav_turnspeed","","5","","","game cheat","Rate at which bots turn to face their targets."
"bot_nav_usefeelers","","1","","","game cheat","If set, bots will extend feelers to their sides to find &amp; avoid upcoming collisions."
"bot_nav_useoffsetpaths","","1","","","game cheat","If set, bots will generate waypoints on both sides of portals between waypoints when building paths."
"bot_nav_wpdeceldistance","","128","","","game cheat","Distance to a waypoint to which a bot starts to decelerate to reach it."
"bot_nav_wpdistance","","16","","","game cheat","Distance to a waypoint within which a bot considers as having reached it."
"bot_randomnames","","0","","","game cheat",""
"bot_refill","cmd","","","","game cheat","Refill all bot ammo counts"
"bot_saveme","","0","","","game cheat",""
"bot_selectweaponslot","","-1","","","game cheat","set to weapon slot that bot should switch to."
"bot_teleport","cmd","","","","game cheat","Teleport the specified bot to the specified position &amp; angles.	Format: bot_teleport <bot name> <X> <Y> <Z> <Pitch> <Yaw> <Roll>"
"bot_whack","cmd","","","","game cheat","Deliver lethal damage from player to specified bot. Usage: bot_whack <bot name>"
"box","cmd","","","","cheat","Draw a debug box."
"+break","cmd","","","","client",""
"-break","cmd","","","","client",""
"breakable_disable_gib_limit","","0","","","game",""
"breakable_multiplayer","","1","","","game",""
"bsp_repack","cmd","","","","client","Repack and output a (re)compressed version of a bsp file"
"buddha","cmd","","","","game cheat","Toggle.  Player takes damage but won't die. (Shows red cross when health is zero)"
"budget_averages_window","","30","","","archive","number of frames to look at when figuring out average frametimes"
"budget_background_alpha","","128","","","archive","how translucent the budget panel is"
"budget_bargraph_background_alpha","","128","","","archive","how translucent the budget panel is"
"budget_bargraph_range_ms","","16.6666666667","","","archive","budget bargraph range in milliseconds"
"budget_history_numsamplesvisible","","100","","","archive","number of samples to draw in the budget history window.  The lower the better as far as rendering overhead of the budget panel"
"budget_history_range_ms","","66.666666667","","","archive","budget history range in milliseconds"
"budget_panel_bottom_of_history_fraction","",".25","","","archive","number between 0 and 1"
"budget_panel_height","","384","","","archive","height in pixels of the budget panel"
"budget_panel_width","","512","","","archive","width in pixels of the budget panel"
"budget_panel_x","","0","","","archive","number of pixels from the left side of the game screen to draw the budget panel"
"budget_panel_y","","50","","","archive","number of pixels from the top side of the game screen to draw the budget panel"
"budget_peaks_window","","30","","","archive","number of frames to look at when figuring out peak frametimes"
"budget_show_averages","","0","","","archive","enable/disable averages in the budget panel"
"budget_show_history","","1","","","archive","turn history graph off and on. . good to turn off on low end"
"budget_show_peaks","","1","","","archive","enable/disable peaks in the budget panel"
"budget_toggle_group","cmd","","","","","Turn a budget group on/off"
"bug","cmd","","","","norecord","Show/hide the bug reporting UI."
"bug_swap","cmd","","","","game cheat","Automatically swaps the current weapon for the bug bait and back again."
"bugreporter_includebsp","","1","","","","Include .bsp for internal bug submissions."
"bugreporter_uploadasync","","0","","","archive","Upload attachments asynchronously"
"build","ncmd","","","","game","Select a building to build . Usage: build <building> <mode>"
"buildcubemaps","cmd","","","","","Rebuild cubemaps."
"building_cubemaps","","0","","","",""
"c_maxdistance","","200","","","client archive cheat",""
"c_maxpitch","","90","","","client archive cheat",""
"c_maxyaw","","135","","","client archive cheat",""
"c_mindistance","","30","","","client archive cheat",""
"c_minpitch","","0","","","client archive cheat",""
"c_minyaw","","-135","","","client archive cheat",""
"c_orthoheight","","100","","","client archive cheat",""
"c_orthowidth","","100","","","client archive cheat",""
"cache_print","cmd","","","","","cache_print [section]Print out contents of cache memory."
"cache_print_lru","cmd","","","","","cache_print_lru [section]Print out contents of cache memory."
"cache_print_summary","cmd","","","","","cache_print_summary [section]Print out a summary contents of cache memory."
"callvote","cmd","","","","game","Start a vote on an issue."
"cam_collision","","1","","","client archive cheat","When in thirdperson and cam_collision is set to 1, an attempt is made to keep the camera from passing though walls."
"cam_command","","0","","","client cheat",""
"cam_idealdelta","","4.0","","","client archive cheat","Controls the speed when matching offset to ideal angles in thirdperson view"
"cam_idealdist","","150","","","client archive cheat",""
"cam_idealdistright","","0","","","client archive cheat",""
"cam_idealdistup","","0","","","client archive cheat",""
"cam_ideallag","","4.0","","","client archive cheat","Amount of lag used when matching offset to ideal angles in thirdperson view"
"cam_idealpitch","","0","","","client archive cheat",""
"cam_idealyaw","","0","","","client archive cheat",""
"cam_showangles","","0","","","client cheat","When in thirdperson, print viewangles/idealangles/cameraoffsets to the console."
"cam_snapto","","0","","","client archive cheat",""
"+camdistance","cmd","","","","client",""
"-camdistance","cmd","","","","client",""
"+camin","cmd","","","","client",""
"-camin","cmd","","","","client",""
"+cammousemove","cmd","","","","client",""
"-cammousemove","cmd","","","","client",""
"camortho","cmd","","","","client cheat","Switch to orthographic camera."
"+camout","cmd","","","","client",""
"-camout","cmd","","","","client",""
"+campitchdown","cmd","","","","client",""
"-campitchdown","cmd","","","","client",""
"+campitchup","cmd","","","","client",""
"-campitchup","cmd","","","","client",""
"+camyawleft","cmd","","","","client",""
"-camyawleft","cmd","","","","client",""
"+camyawright","cmd","","","","client",""
"-camyawright","cmd","","","","client",""
"cancelselect","cmd","","","","client svcanexec",""
"cast_hull","cmd","","","","game cheat","Tests hull collision detection"
"cast_ray","cmd","","","","game cheat","Tests collision detection"
"catapult_physics_drag_boost","","2.1","","","game replicated",""
"cc_bot_selectweapon","cmd","","","","game cheat","Force a bot to select a weapon in a slot. Usage: bot_selectweapon <bot name> <weapon slot>"
"cc_captiontrace","","1","","","client","Show missing closecaptions (0 = no, 1 = devconsole, 2 = show in hud)"
"cc_emit","cmd","","","","client","Emits a closed caption"
"cc_findsound","cmd","","","","client","Searches for soundname which emits specified text."
"cc_flush","cmd","","","","client","Flushes async'd captions."
"cc_lang","","","","","client archive","Current close caption language (emtpy = use game UI language)"
"cc_linger_time","","1.0","","","client archive","Close caption linger time."
"cc_minvisibleitems","","1","","","client","Minimum number of caption items to show."
"cc_predisplay_time","","0.25","","","client archive","Close caption delay before showing caption."
"cc_random","cmd","","","","client","Emits a random caption. "
"cc_sentencecaptionnorepeat","","4","","","client","How often a sentence can repeat."
"cc_showblocks","cmd","","","","client","Toggles showing which blocks are pending/loaded async."
"cc_smallfontlength","","300","","","client","If text stream is this long, force usage of small font size."
"cc_spawn_merasmus_at_level","cmd","","","","game cheat","Force Merasmus to spawn at a specific difficulty level"
"cc_subtitles","","0","","","client archive archivexbox","If set, don't show sound effect captions, just voice overs (i.e., won't help hearing impaired players)."
"ccs_create_convars_from_hwconfig","cmd","","","","cheat matsysthread","Create convars from the current hardware config, useful for diffing purposes"
"centerview","cmd","","","","client",""
"cfgver","","","","","hidden archive",""
"ch_createairboat","cmd","","","","game cheat","Spawn airboat in front of the player."
"ch_createjeep","cmd","","","","game cheat","Spawn jeep in front of the player."
"changeclass","cmd","","","","client","Choose a new class"
"changelevel","cmd","","","","norecord","Change server to the specified map"
"changelevel2","cmd","","","","norecord","Transition to the specified map in single player"
"changelevel_next","cmd","","","","game","Immediately changes to the next map in the map rotation for the server."
"changeteam","cmd","","","","client","Choose a new team"
"cl_allowdownload","","1","","","archive","Client downloads customization files"
"cl_allowupload","","1","","","archive","Client uploads customization files"
"cl_always_flush_models","","0","","","","If set, always flush models between map loads.  Useful on systems under memory pressure."
"cl_anglespeedkey","","0.67","","","client",""
"cl_animationinfo","cmd","","","","client","Hud element to examine."
"cl_ask_bigpicture_controller_opt_out","","0","","","client archive","Whether the user has opted out of being prompted for controller support in Big Picture."
"cl_ask_blacklist_for_any_server","","0","","","client","If nonzero, auto-ask for local/LAN servers (for debugging)"
"cl_ask_blacklist_max_session_duration","","60","","","client","If player stays on a server for less than this time (in seconds) prompt to add server to blacklist"
"cl_ask_blacklist_opt_out","","0","","","client archive","If nonzero, don't auto-ask to blacklist servers"
"cl_ask_favorite_for_any_server","","0","","","client","If nonzero, auto-ask for local/LAN servers (for debugging)"
"cl_ask_favorite_min_session_duration","","600","","","client","If player stays on a server for longer than this time (in seconds) prompt to add server to favorites"
"cl_ask_favorite_opt_out","","0","","","client archive","If nonzero, don't auto-ask to favorite servers"
"cl_autoreload","","1","","","client archive userinfo","When set to 1, clip-using weapons will automatically be reloaded whenever they're not being fired."
"cl_autorezoom","","1","","","client archive userinfo","When set to 1, sniper rifle will re-zoom after firing a zoomed shot."
"cl_backspeed","","450","","","game replicated cheat",""
"cl_blobbyshadows","","0","","","client",""
"cl_bobcycle","","0.8","","","client cheat",""
"cl_bobup","","0.5","","","client cheat",""
"cl_burninggibs","","0","","","client","A burning player that gibs has burning gibs."
"cl_chatfilter_version","","0","","","client hidden archive","Stores the chat filter version"
"cl_chatfilters","","63","","","client archive","Stores the chat filter settings"
"cl_clanid","","0","","","hidden archive userinfo","Current clan ID for name decoration"
"cl_class","","default","","","client archive userinfo","Default class when joining a game"
"cl_clearhinthistory","cmd","","","","client","Clear memory of client side hints displayed to the player."
"cl_clock_correction","","1","","","cheat","Enable/disable clock correction on the client."
"cl_clock_correction_adjustment_max_amount","","200","","","cheat","Sets the maximum number of milliseconds per second it is allowed to correct the client clock. It will only correct this amount if the difference between the client and server clock is equal to or larger than cl_clock_correction_adjustment_max_offset."
"cl_clock_correction_adjustment_max_offset","","90","","","cheat","As the clock offset goes from cl_clock_correction_adjustment_min_offset to this value (in milliseconds), it moves towards applying cl_clock_correction_adjustment_max_amount of adjustment. That way, the response is small when the offset is small."
"cl_clock_correction_adjustment_min_offset","","10","","","cheat","If the clock offset is less than this amount (in milliseconds), then no clock correction is applied."
"cl_clock_correction_force_server_tick","","999","","","cheat","Force clock correction to match the server tick + this offset (-999 disables it)."
"cl_clock_showdebuginfo","","0","","","cheat","Show debugging info about the clock drift."
"cl_clockdrift_max_ms","","150","","","cheat","Maximum number of milliseconds the clock is allowed to drift before the client snaps its clock to the server's."
"cl_clockdrift_max_ms_threadmode","","0","","","cheat","Maximum number of milliseconds the clock is allowed to drift before the client snaps its clock to the server's."
"cl_cloud_settings","","1","","","hidden","Cloud enabled from (from HKCU\Software\Valve\Steam\Apps\appid\Cloud)"
"cl_cmdrate","","30","10","100","archive userinfo","Max number of command packets sent to server per second"
"cl_coach_find_coach","cmd","","","","client","Request a coach for the current game"
"cl_coach_toggle","cmd","","","","client","Toggle coach status"
"cl_connectmethod","","","","","hidden userinfo","Method by which we connected to the current server."
"cl_crosshair_blue","","200","","","client archive",""
"cl_crosshair_file","","","","","client archive",""
"cl_crosshair_green","","200","","","client archive",""
"cl_crosshair_red","","200","","","client archive",""
"cl_crosshair_scale","","32.0","","","client archive",""
"cl_crosshairalpha","","200","","","client archive",""
"cl_crosshaircolor","","0","","","client archive",""
"cl_customsounds","","0","","","client","Enable customized player sound playback"
"cl_debug_player_perf","","0","","","",""
"cl_debugrumble","","0","","","client archive","Turn on rumble debugging spew"
"cl_decline_first_notification","cmd","","","","client","Tries to decline/remove the first notification"
"cl_demoviewoverride","","0","","","client","Override view during demo playback"
"cl_detail_multiplier","","1","","","client cheat","extra details to create"
"cl_detaildist","","1200","","","","Distance at which detail props are no longer visible"
"cl_detailfade","","400","","","","Distance across which detail props fade in"
"cl_disablehtmlmotd","","0","","","client archive","Disable HTML motds."
"cl_disconnect_prompt","cmd","","","","client","Prompt about disconnect"
"cl_downloadfilter","","all","","","archive","Determines which files can be downloaded from the server (all, none, nosounds, mapsonly)"
"cl_drawhud","","1","","","client cheat","Enable the rendering of the hud"
"cl_drawleaf","","-1","","","client cheat",""
"cl_drawmaterial","","","","","client cheat","Draw a particular material over the frame"
"cl_drawmonitors","","1","","","client",""
"cl_drawshadowtexture","","0","","","client cheat",""
"cl_dump_particle_stats","cmd","","","","client","dump particle profiling info to particle_profile.csv"
"cl_dynamiccrosshair","","1","","","client archive",""
"cl_ejectbrass","","1","","","",""
"cl_enable_text_chat","","1","","","client archive","Enable text chat in this game"
"cl_ent_absbox","cmd","","","","client cheat","Displays the client's absbox for the entity under the crosshair."
"cl_ent_bbox","cmd","","","","client cheat","Displays the client's bounding box for the entity under the crosshair."
"cl_ent_rbox","cmd","","","","client cheat","Displays the client's render box for the entity under the crosshair."
"cl_entityreport","","0","","","cheat","For debugging, draw entity states to console"
"cl_entityreport_sorted","","0","","","cheat","For debugging, draw entity states to console in sorted order. [0 = disabled, 1 = average, 2 = current, 3 = peak"
"cl_extrapolate","","1","","","client cheat","Enable/disable extrapolation if interpolation history runs out."
"cl_extrapolate_amount","","0.25","","","client cheat","Set how many seconds the client will extrapolate entities for."
"cl_fastdetailsprites","","1","","","client cheat","whether to use new detail sprite system"
"cl_fasttempentcollision","","5","","","client",""
"cl_find_ent","cmd","","","","client cheat","Find and list all client entities with classnames that contain the specified substring.Format: cl_find_ent <substring>"
"cl_find_ent_index","cmd","","","","client cheat","Display data for clientside entity matching specified index.Format: cl_find_ent_index <index>"
"cl_first_person_uses_world_model","","0","","","client","Causes the third person model to be drawn instead of the view model"
"cl_flag_return_height","","82","","","game cheat",""
"cl_flag_return_size","","20","","","client cheat",""
"cl_flipviewmodels","","0","","","client archive userinfo notconnected","Flip view models."
"cl_flushentitypacket","","0","","","cheat","For debugging. Force the engine to flush an entity packet."
"cl_forwardspeed","","450","","","game replicated cheat",""
"cl_fullupdate","cmd","","","","cheat","Forces the server to send a full update packet"
"cl_gameserver_create_identity","cmd","","","","client","Creates a new game server account associated with the currently logged in steam account"
"cl_gameserver_list","cmd","","","","client","List all the game server accounts owned by the currently logged in steam account"
"cl_gameserver_reset_identity","cmd","","","","client","Resets the identity token for a given game server"
"cl_hud_killstreak_display_alpha","","120","","","client archive","Adjusts font alpha value of killstreak notices.  Range is from 0 to 255 (default is 200)."
"cl_hud_killstreak_display_fontsize","","0","","","client archive","Adjusts font size of killstreak notices.  Range is from 0 to 2 (default is 1)."
"cl_hud_killstreak_display_time","","3","","","client archive","How long a killstreak notice stays on the screen (in seconds).  Range is from 0 to 100."
"cl_hud_minmode","","0","","","client archive","Set to 1 to turn on the advanced minimalist HUD mode."
"cl_hud_playerclass_playermodel_showed_confirm_dialog","","0","","","client hidden archive",""
"cl_hud_playerclass_use_playermodel","","1","","","client archive","Use player model in player class HUD."
"cl_hudhint_sound","","1","","","client archive","Disable hudhint sounds."
"cl_idealpitchscale","","0.8","","","client archive",""
"cl_ignorepackets","","0","","","cheat","Force client to ignore packets (for debugging)."
"cl_interp","","0.1","0","0.5","client archive userinfo notconnected","Sets the interpolation amount (bounded on low side by server interp ratio settings)."
"cl_interp_all","","0","","","client","Disable interpolation list optimizations."
"cl_interp_npcs","","0.0","","","client userinfo","Interpolate NPC positions starting this many seconds in past (or cl_interp, if greater)"
"cl_interp_ratio","","2.0","","","client archive userinfo notconnected","Sets the interpolation amount (final amount is cl_interp_ratio / cl_updaterate)."
"cl_jiggle_bone_framerate_cutoff","","20","","","client","Skip jiggle bone simulation if framerate drops below this value (frames/second)"
"cl_lagcompensation","","1","","","client userinfo notconnected","Perform server side lag compensation of weapon firing events."
"cl_language","","english","","","userinfo","Language (from HKCU\Software\Valve\Steam\Language)"
"cl_leveloverview","","0","","","client cheat",""
"cl_leveloverviewmarker","","0","","","client cheat",""
"cl_localnetworkbackdoor","","1","","","","Enable network optimizations for single player games."
"cl_logofile","","materials/decals/spraylogo.vtf","","","archive","Spraypoint logo decal."
"cl_mainmenu_operation_motd_reset","","0","","","client hidden archive",""
"cl_mainmenu_operation_motd_start","","0","","","client hidden archive",""
"cl_mainmenu_safemode","","0","","","client","Enable safe mode"
"cl_mainmenu_updateglow","","1","","","client hidden archive",""
"cl_maxrenderable_dist","","3000","","","client cheat","Max distance from the camera at which things will be rendered"
"cl_meathook_neck_pivot_ingame_fwd","","3.0","","","client",""
"cl_meathook_neck_pivot_ingame_up","","7.0","","","client",""
"cl_mouseenable","","1","","","client",""
"cl_mouselook","","1","","","client archive notconnected","Set to 1 to use mouse for look, 0 for keyboard look. Cannot be set while connected to a server."
"cl_mute_all_comms","","1","","","client archive","If 1, then all communications from a player will be blocked when that player is muted, including chat messages."
"cl_muzzleflash_dlight_1st","","1","","","client",""
"cl_mvm_wave_status_visible_during_wave","","0","","","client archive","Display full wave contents while a wave is active in MvM."
"cl_new_impact_effects","","0","","","client",""
"cl_notifications_max_num_visible","","3","","","client archive","How many notifications are visible in-game."
"cl_notifications_move_time","","0.5","","","client archive","How long it takes for a notification to move."
"cl_notifications_show_ingame","","1","","","client archive","Whether notifications should show up in-game."
"cl_obj_fake_alert","","0","0","5","client",""
"cl_obj_test_building_damage","","-1","-1","4","client cheat","debug building damage"
"cl_observercrosshair","","1","","","client archive",""
"cl_overdraw_test","","0","","","client neverprint cheat",""
"cl_panelanimation","cmd","","","","client","Shows panel animation variables: <panelname | blank for all panels>."
"cl_particle_batch_mode","","1","","","client",""
"cl_particle_retire_cost","","0","","","client cheat",""
"cl_particle_show_bbox","","0","","","client cheat",""
"cl_particle_show_bbox_cost","","0","","","client cheat","Show # of particles: green->blue->red. Use a negative number to show ALL particles even cheap ones"
"cl_particle_stats_start","cmd","","","","client","Start or restart particle stats - also dumps to particle_stats.csv"
"cl_particle_stats_stop","cmd","","","","client","Stop particle stats, or snapshot this frame - also dumps to particle_stats.csv"
"cl_particle_stats_trigger_count","","0","","","client","Dump stats if the particle count exceeds this number."
"cl_particleeffect_aabb_buffer","","2","","","client cheat","Add this amount to a particle effect's bbox in the leaf system so if it's growing slowly, it won't have to be reinserted as often."
"cl_pclass","","","","","client cheat","Dump entity by prediction classname."
"cl_pdump","","-1","","","client cheat","Dump info about this entity to screen."
"cl_phys_props_enable","","1","","","client","Disable clientside physics props (must be set before loading a level)."
"cl_phys_props_max","","300","","","client","Maximum clientside physic props"
"cl_phys_props_respawndist","","1500","","","client","Minimum distance from the player that a clientside prop must be before it's allowed to respawn."
"cl_phys_props_respawnrate","","60","","","client","Time, in seconds, between clientside prop respawns."
